코  드,품      명,규      격,단위,재 료 비,노 무 비,경    비,합    계,번  호,비    고,START,품셈개요
5FFC84430806EC04C346829F0FD217,토사 굴착 상차,"보통, 크레인 40ton,  2.0~7.0m",M3,326,952,885,"2,163",산근 518,,5FFC84430806EC04C346829F0FD217,
5FFC84430806EC04C346829F0FEC1D,역질토 굴착 상차,"보통, 크레인 40ton,  2.0~7.0m",M3,394,"1,151","1,070","2,615",산근 519,,5FFC84430806EC04C346829F0FEC1D,
5FFC84430806EC04C346829F0FFD14,풍화암 굴착 상차,"보통, 크레인 40ton,  2.0~7.0m",M3,556,"1,621","1,507","3,684",산근 520,,5FFC84430806EC04C346829F0FFD14,
5FFC84430806EC04C346829F0F8A15,사질토 굴착 상차,"보통, 크레인 40ton,  7.0~11.0m",M3,253,738,686,"1,677",산근 521,,5FFC84430806EC04C346829F0F8A15,
5FFC84430806EC04C346829F0F941C,토사 굴착 상차,"보통, 크레인 40ton,  7.0~11.0m",M3,336,981,912,"2,229",산근 522,,5FFC84430806EC04C346829F0F941C,
5FFC84430806EC04C346829F0FA512,역질토 굴착 상차,"보통, 크레인 40ton,  7.0~11.0m",M3,406,"1,185","1,102","2,693",산근 523,,5FFC84430806EC04C346829F0FA512,
5FFC84430806EC04C346829F0FB719,풍화암 굴착 상차,"보통, 크레인 40ton,  7.0~11.0m",M3,572,"1,670","1,552","3,794",산근 524,,5FFC84430806EC04C346829F0FB719,
5FFC84430806EC04C346829F0F4C1A,사질토  굴착 상차,"보통, 크레인 40ton,  11~15.0m",M3,260,760,706,"1,726",산근 525,,5FFC84430806EC04C346829F0F4C1A,
5FFC84430806EC04C346829F0F5D11,토사  굴착 상차,"보통, 크레인 40ton,  11~15.0m",M3,346,"1,009",938,"2,293",산근 526,,5FFC84430806EC04C346829F0F5D11,
5FFC84430806EC04C346829F72B110,역질토  굴착 상차,"보통, 크레인 40ton,  11~15.0m",M3,418,"1,220","1,134","2,772",산근 527,,5FFC84430806EC04C346829F72B110,
5FFC84430806EC04C346829F72A019,풍화암  굴착 상차,"보통, 크레인 40ton,  11~15.0m",M3,589,"1,718","1,597","3,904",산근 528,,5FFC84430806EC04C346829F72A019,
5FFC84430806EC04C346829F72851B,사질토  굴착 상차,"보통, 크레인 40ton,  15~20.0m",M3,269,786,731,"1,786",산근 529,,5FFC84430806EC04C346829F72851B,
5FFC84430806EC04C346829F72F81B,토사  굴착 상차,"보통, 크레인 40ton,  15~20.0m",M3,329,961,894,"2,184",산근 530,,5FFC84430806EC04C346829F72F81B,
5FFC84430806EC04C346829F72DD1D,역질토  굴착 상차,"보통, 크레인 40ton,  15~20.0m",M3,433,"1,263","1,174","2,870",산근 531,,5FFC84430806EC04C346829F72DD1D,
5FFC84430806EC04C346829F72C316,풍화암  굴착 상차,"보통, 크레인 40ton,  15~20.0m",M3,610,"1,779","1,654","4,043",산근 532,,5FFC84430806EC04C346829F72C316,
5FFC84430806EC04E370849BBA3610,암 파쇄/연암,"보통, 대형브레이카+굴착기 0.7m3",M3,"3,810","11,415","8,016","23,241",산근 533,집적별도,5FFC84430806EC04E370849BBA3610,공통 8-2-15
5FFC84430806EC04E372877BF19715,암 파쇄/보통암,"보통, 대형브레이카+굴착기 0.7m3",M3,"5,603","16,787","12,677","35,067",산근 534,집적별도,5FFC84430806EC04E372877BF19715,공통 8-2-15
5FFC84430806EC04E37D801B01B11F,암 파쇄/경암,"보통, 대형브레이카+굴착기 0.7m3",M3,"7,328","21,952","17,409","46,689",산근 535,집적별도,5FFC84430806EC04E37D801B01B11F,공통 8-2-15
5FFC84430806EC16E3E68190D8AE16,터파기/사질토,"보통, 불도저 19ton, L=20m",M3,481,703,422,"1,606",산근 536,,5FFC84430806EC16E3E68190D8AE16,공통 8-2-1
5FFC84430806EC16E3E68190D89D1F,터파기/토사,"보통, 불도저 19ton, L=20m",M3,522,764,459,"1,745",산근 537,,5FFC84430806EC16E3E68190D89D1F,공통 8-2-1
5FFC84430806EC16E3E681B3AE2511,"터파기/자갈, 점토","보통, 불도저 19ton, L=20m",M3,652,954,573,"2,179",산근 538,,5FFC84430806EC16E3E681B3AE2511,공통 8-2-1
5FFC84430806EC16C32081D506601A,터파기/사질토,"보통, 불도저 32ton, L=20m",M3,477,419,341,"1,237",산근 539,,5FFC84430806EC16C32081D506601A,공통 8-2-1
5FFC84430806EC16C32081D5065613,터파기/토사,"보통, 불도저 32ton, L=20m",M3,519,456,370,"1,345",산근 540,,5FFC84430806EC16C32081D5065613,공통 8-2-1
5FFC84430806EC16C32081F1DD6416,"터파기/자갈, 점토","보통, 불도저 32ton, L=20m",M3,647,569,462,"1,678",산근 541,,5FFC84430806EC16C32081F1DD6416,공통 8-2-1
5FFC84430806EC274333851A5E331B,풍화암 리핑 집토(중질 2본 700m/sec),"보통, 불도저 19ton, L=20m",M3,"1,305","1,908","1,153","4,366",산근 542,,5FFC84430806EC274333851A5E331B,"공통 8-2-1, 2"
5FFC84430806EC27433385352B4917,파쇄암 집토,"보통, 불도저 19ton, L=20m",M3,"1,631","2,385","1,432","5,448",산근 543,,5FFC84430806EC27433385352B4917,공통 8-2-1
5FFC84430806EC2763E586FD56C41E,풍화암 리핑 집토(중질 2본 900m/sec),"보통, 불도저 32ton, L=20m",M3,"1,295","1,138",936,"3,369",산근 544,,5FFC84430806EC2763E586FD56C41E,"공통 8-2-1, 2"
5FFC84430806EC2763E586D28DB211,파쇄암 집토,"보통, 불도저 32ton, L=20m",M3,"1,619","1,422","1,157","4,198",산근 545,,5FFC84430806EC2763E586D28DB211,공통 8-2-1
5FFC8443085D022A9388843EDBA51D,적재/토사,"보통,로더(타이어), 1.34m3",M3,241,921,301,"1,463",산근 546,,5FFC8443085D022A9388843EDBA51D,공통 8-2-5
5FFC8443085D022A9388843EDBA51C,적재/사질토,"보통,로더(타이어), 1.34m3",M3,221,848,277,"1,346",산근 547,,5FFC8443085D022A9388843EDBA51C,공통 8-2-5
5FFC8443085D022A9388843EE4121F,적재/토사,"보통,로더(타이어), 1.72m3",M3,239,718,301,"1,258",산근 548,,5FFC8443085D022A9388843EE4121F,공통 8-2-5
5FFC8443085D022A9388843EE4121E,적재/사질토,"보통,로더(타이어), 1.72m3",M3,219,660,277,"1,156",산근 549,,5FFC8443085D022A9388843EE4121E,공통 8-2-5
5FFC8443085D022A9388843EF67112,적재/토사,"보통,로더(타이어), 2.29m3",M3,243,539,248,"1,030",산근 550,,5FFC8443085D022A9388843EF67112,공통 8-2-5
5FFC8443085D022A9388843EF67113,적재/사질토,"보통,로더(타이어), 2.29m3",M3,224,496,228,948,산근 551,,5FFC8443085D022A9388843EF67113,공통 8-2-5
5FFC8443085D022A9388843E838413,적재/풍화암,"보통,로더(무한궤도), 1.34m3",M3,371,"1,150",557,"2,078",산근 552,,5FFC8443085D022A9388843E838413,공통 8-2-5
5FFC8443085D022A9388843E9DF81C,적재/풍화암,"보통,로더(무한궤도), 1.72m3",M3,373,896,532,"1,801",산근 553,,5FFC8443085D022A9388843E9DF81C,공통 8-2-5
5FFC8443085D022A9388843EAE6F1E,적재/풍화암,"보통,로더(무한궤도), 2.87m3",M3,387,537,505,"1,429",산근 554,,5FFC8443085D022A9388843EAE6F1E,공통 8-2-5
5FFC8443085D022A9388843EB8C411,적재/발파암,"보통,로더(무한궤도), 1.34m3",M3,"1,256","3,895","1,888","7,039",산근 555,,5FFC8443085D022A9388843EB8C411,공통 8-2-5
5FFC8443085D022A9388843E45DF13,적재/발파암,"보통,로더(무한궤도), 1.53m3",M3,"1,294","3,411","1,848","6,553",산근 556,,5FFC8443085D022A9388843E45DF13,공통 8-2-5
5FFC8443085D022A9388843E564E15,적재/발파암,"보통,로더(무한궤도), 1.72m3",M3,"1,264","3,034","1,803","6,101",산근 557,,5FFC8443085D022A9388843E564E15,공통 8-2-5
5FFC8443086F6247A37689C8563918,현장내 잔토처리/토사,"보통, 굴착기 0.2m3+인력 30%",M3,205,"11,631",338,"12,174",산근 558,,5FFC8443086F6247A37689C8563918,공통 8-2-3
5FFC8443086F6247A37689C860A012,현장내 잔토처리/토사,"보통, 굴착기 0.4m3+인력 30%",M3,205,"10,910",217,"11,332",산근 559,,5FFC8443086F6247A37689C860A012,공통 8-2-3
5FFC8443086F6247A37689C8711713,현장내 잔토처리/토사,"보통, 굴착기 0.7m3+인력 30%",M3,164,"10,683",207,"11,054",산근 560,,5FFC8443086F6247A37689C8711713,공통 8-2-3
5FFC844048E55AE0D3CA86E292A512,토사 운반/단지외 10km,"보통, 덤프 10.5ton+굴착기 0.7m3(고르기 별도)",M3,"3,833","7,240","1,728","12,801",산근 561,,5FFC844048E55AE0D3CA86E292A512,공통 8-2-8
5FFC844048E55AE0D3CB8747478B1B,토사 운반/단지외 10km,"보통, 덤프 15ton+굴착기 0.7m3(고르기 별도)",M3,"2,941","5,683","2,061","10,685",산근 562,,5FFC844048E55AE0D3CB8747478B1B,공통 8-2-8
5FFC844048E55AE0D3CB8747478B1A,토사 운반/단지외 10km,"보통, 덤프 15ton+굴착기 1.0m3(고르기 별도)",M3,"2,836","5,481","1,988","10,305",산근 563,,5FFC844048E55AE0D3CB8747478B1A,공통 8-2-8
5FFC844048E55AE0D3CB8747478B19,토사 운반/단지외 15km,"보통, 덤프 15ton+굴착기 0.7m3(고르기 별도)",M3,"4,003","7,736","2,806","14,545",산근 564,,5FFC844048E55AE0D3CB8747478B19,공통 8-2-8
5FFC844048E55AE0D3CB8747478B18,토사 운반/단지외 15km,"보통, 덤프 15ton+굴착기 1.0m3(고르기 별도)",M3,"3,899","7,534","2,733","14,166",산근 565,,5FFC844048E55AE0D3CB8747478B18,공통 8-2-8
5FFC844048E55AE0D3CB874747B01F,토사 운반/단지외 10km,"보통, 덤프 20ton+굴착기 1.0m3(고르기 별도)",M3,"2,767","4,250","2,108","9,125",산근 566,,5FFC844048E55AE0D3CB874747B01F,공통 8-2-8
5FFC844048E55AE0D3CB874747A618,토사 운반/단지외 10km,"보통, 덤프 24ton+굴착기 1.0m3(고르기 별도)",M3,"2,722","3,635","2,090","8,447",산근 567,,5FFC844048E55AE0D3CB874747A618,공통 8-2-8
5FFC844048E55AF1331087A479F315,풍화암 운반/단지외 10km,"보통, 덤프 15ton+굴착기 0.7m3(고르기 별도)",M3,"3,740","7,227","3,072","14,039",산근 568,,5FFC844048E55AF1331087A479F315,공통 8-2-8
5FFC844048E55AF1331087A479F314,풍화암 운반/단지외 10km,"보통, 덤프 15ton+굴착기 1.0m3(고르기 별도)",M3,"3,543","6,846","2,910","13,299",산근 569,,5FFC844048E55AF1331087A479F314,공통 8-2-8
5FFC844048E55AF1331087A479F317,풍화암 운반/단지외 15km,"보통, 덤프 15ton+굴착기 0.7m3(고르기 별도)",M3,"4,990","9,643","4,099","18,732",산근 570,,5FFC844048E55AF1331087A479F317,공통 8-2-8
5FFC844048E55AF1331087A479F316,풍화암 운반/단지외 15km,"보통, 덤프 15ton+굴착기 1.0m3(고르기 별도)",M3,"4,794","9,262","3,937","17,993",산근 571,,5FFC844048E55AF1331087A479F316,공통 8-2-8
5FFC844048E55AF1331087A479C611,풍화암 운반/단지외 10km,"보통, 덤프 20ton+굴착기 1.0m3(고르기 별도)",M3,"3,514","5,398","2,678","11,590",산근 572,,5FFC844048E55AF1331087A479C611,공통 8-2-8
5FFC844048E55AF1331087A479D017,풍화암 운반/단지외 10km,"보통, 덤프 24ton+굴착기 1.0m3(고르기 별도)",M3,"3,500","4,675","2,688","10,863",산근 573,,5FFC844048E55AF1331087A479D017,공통 8-2-8
5FFC844048E55AC5F36F8AC9AD4818,발파암 운반/단지외 10km,"보통, 덤프 15ton+굴착기 0.7m3(고르기 별도)",M3,"5,305","10,250","4,357","19,912",산근 574,,5FFC844048E55AC5F36F8AC9AD4818,공통 8-2-8
5FFC844048E55AC5F36F8AC9AD4819,발파암 운반/단지외 10km,"보통, 덤프 15ton+굴착기 1.0m3(고르기 별도)",M3,"4,852","9,375","3,985","18,212",산근 575,,5FFC844048E55AC5F36F8AC9AD4819,공통 8-2-8
5FFC844048E55AC5F36F8AC9AD751C,발파암 운반/단지외 10km,"보통, 덤프 20ton+굴착기 1.0m3(고르기 별도)",M3,"4,973","7,638","3,789","16,400",산근 576,,5FFC844048E55AC5F36F8AC9AD751C,공통 8-2-8
5FFC844048E55AC5F36F8AC9AD6B16,발파암 운반/단지외 10km,"보통, 덤프 24ton+굴착기 1.0m3(고르기 별도)",M3,"5,069","6,770","3,893","15,732",산근 577,,5FFC844048E55AC5F36F8AC9AD6B16,공통 8-2-8
5FFC844E28AA5AAA73848405131A11,되메우기/사질토,"보통, 굴착기 0.2m3",M3,262,"1,841",432,"2,535",산근 578,,5FFC844E28AA5AAA73848405131A11,공통 8-2-3
5FFC844E28AA5AAA738484052DF119,되메우기/토사,"보통, 굴착기 0.2m3",M3,293,"2,059",483,"2,835",산근 579,,5FFC844E28AA5AAA738484052DF119,공통 8-2-3
5FFC844E28AA5AAA738484053E5614,되메우기/사질토,"보통, 굴착기 0.4m3",M3,262,920,277,"1,459",산근 580,,5FFC844E28AA5AAA738484053E5614,공통 8-2-3
5FFC844E28AA5AAA7384840548CE1E,되메우기/토사,"보통, 굴착기 0.4m3",M3,293,"1,029",310,"1,632",산근 581,,5FFC844E28AA5AAA7384840548CE1E,공통 8-2-3
5FFC844E28AA5AAA73848405593C10,되메우기/사질토,"보통, 굴착기 0.7m3",M3,210,631,265,"1,106",산근 582,,5FFC844E28AA5AAA73848405593C10,공통 8-2-3
5FFC844E28AA5AAA73848405740915,되메우기/토사,"보통, 굴착기 0.7m3",M3,235,705,296,"1,236",산근 583,,5FFC844E28AA5AAA73848405740915,공통 8-2-3
5FFC844E28AA5AAA7384840590E219,되메우기/사질토,"보통, 굴착기 1.0m3",M3,261,466,236,963,산근 584,,5FFC844E28AA5AAA7384840590E219,공통 8-2-3
5FFC844E28AA5AAA7384841773B418,되메우기/토사,"보통, 굴착기 1.0m3",M3,292,521,264,"1,077",산근 585,,5FFC844E28AA5AAA7384841773B418,공통 8-2-3
5FFC844E28AA5AAA73848417340C10,되메우기/사질토,"보통, 굴착기 2.0m3",M3,289,306,340,935,산근 586,,5FFC844E28AA5AAA73848417340C10,공통 8-2-3
5FFC844E28AA5AAA738484172B901D,되메우기/토사,"보통, 굴착기 2.0m3",M3,323,343,380,"1,046",산근 587,,5FFC844E28AA5AAA738484172B901D,공통 8-2-3
5FFC844E28AA5A8F830B8D38F1BB19,되메우기/사질토,"보통, 불도저 19ton, L=20m",M3,374,547,328,"1,249",산근 588,,5FFC844E28AA5A8F830B8D38F1BB19,공통 8-2-1
5FFC844E28AA5A8F830B8D38F18E15,되메우기/토사,"보통, 불도저 19ton, L=20m",M3,418,611,367,"1,396",산근 589,,5FFC844E28AA5A8F830B8D38F18E15,공통 8-2-1
5FFC844E28AA5A8FA3328BF521D51F,되메우기/사질토,"보통, 불도저 32ton, L=20m",M3,394,346,282,"1,022",산근 590,,5FFC844E28AA5A8FA3328BF521D51F,공통 8-2-1
5FFC844E28AA5A8FA3328BF521E616,되메우기/토사,"보통, 불도저 32ton, L=20m",M3,441,387,315,"1,143",산근 591,,5FFC844E28AA5A8FA3328BF521E616,공통 8-2-1
5FFC844E28AA3FDD13A98BA7340D14,"되메우기/사질토, 두께 15cm - 25-1/4삭제","보통, 굴착기 0.2m3+래머 80kg+인력 30%",M3,367,"14,115",383,"14,865",산근 592,,5FFC844E28AA3FDD13A98BA7340D14,공통 8-2-3+11
5FFC844E28AA3FDD13A98BA708C21D,"되메우기/토사, 두께 15cm - 25-1/4삭제","보통, 굴착기 0.2m3+래머 80kg+인력 30%",M3,389,"14,268",419,"15,076",산근 593,,5FFC844E28AA3FDD13A98BA708C21D,공통 8-2-3+11
5FFC844E28AA3FDD13A98BA7192718,"되메우기/사질토, 두께 15cm - 25-1/4삭제","보통, 굴착기 0.4m3+래머 80kg+인력 30%",M3,367,"13,471",275,"14,113",산근 594,,5FFC844E28AA3FDD13A98BA7192718,공통 8-2-3+11
5FFC844E28AA3FDD13A98BA7614B13,"되메우기/토사, 두께 15cm - 25-1/4삭제","보통, 굴착기 0.4m3+래머 80kg+인력 30%",M3,388,"13,547",298,"14,233",산근 595,,5FFC844E28AA3FDD13A98BA7614B13,공통 8-2-3+11
5FFC844E28AA3FDD13A98BA7611F1F,"되메우기/사질토, 두께 15cm - 25-1/4삭제","보통, 굴착기 0.7m3+래머 80kg",M3,472,"8,766",381,"9,619",산근 596,,5FFC844E28AA3FDD13A98BA7611F1F,공통 8-2-3+11
5FFC844E28AA3FDD13A98BA773B51C,"되메우기/토사, 두께 15cm - 25-1/4삭제","보통, 굴착기 0.7m3+래머 80kg",M3,497,"8,841",412,"9,750",산근 597,,5FFC844E28AA3FDD13A98BA773B51C,공통 8-2-3+11
5FFC844E28AA3FDD13A98BA7467F1E,"되메우기/토사, 두께 30cm - 25-1/4삭제","보통, 굴착기 0.7m3+래머 80kg",M3,366,"4,773",354,"5,493",산근 598,,5FFC844E28AA3FDD13A98BA7467F1E,공통 8-2-3+11
5FFC844E28AA3FDD13A98BA750D411,"되메우기/토사, 두께 30cm - 25-1/4삭제","보통, 굴착기 0.7m3+래머 80kg+인력 30%",M3,256,"8,944",248,"9,448",산근 599,,5FFC844E28AA3FDD13A98BA750D411,공통 8-2-3+11
5FFC844E28AA3FDD33548419451912,"되메우기/토사, 두께 10cm - 25-1/4삭제","보통, 굴착기 0.2m3+플레이트콤팩터 1.5ton+인력 30%",M3,344,"11,343",384,"12,071",산근 600,,5FFC844E28AA3FDD33548419451912,공통 8-2-3+10
5FFC844E28AA3FDD335484192A3316,"되메우기/토사, 두께 10cm - 25-1/4삭제","보통, 굴착기 0.4m3+플레이트콤팩터 1.5ton+인력 30%",M3,344,"10,622",264,"11,230",산근 601,,5FFC844E28AA3FDD335484192A3316,공통 8-2-3+10
5FFC844E28AA3FDD335484192A221F,"되메우기/사질토, 두께 10cm - 25-1/4삭제","보통, 굴착기 0.4m3+플레이트콤팩터 1.5ton+인력 30%",M3,322,"10,546",241,"11,109",산근 602,,5FFC844E28AA3FDD335484192A221F,공통 8-2-3+10
5FFC844E28AA3FDD335484190F6611,"되메우기/토사, 두께 10cm - 25-1/4삭제","보통, 굴착기 0.7m3+플레이트콤팩터 1.5ton+인력 10%",M3,391,"6,573",327,"7,291",산근 603,,5FFC844E28AA3FDD335484190F6611,공통 8-2-3+10
5FFC844E28AA3FDD3354841919CC14,"되메우기/토사, 두께 10cm - 25-1/4삭제","보통, 굴착기 0.7m3+플레이트콤팩터 1.5ton+인력 30%",M3,304,"10,395",254,"10,953",산근 604,,5FFC844E28AA3FDD3354841919CC14,공통 8-2-3+10
5FFC844F380F0F88F3268FFBDC8317,토사(단지내 잔토포설 경비),"보통, 굴착기 0.7m3",M3,,,963,963,산근 605,,5FFC844F380F0F88F3268FFBDC8317,공통 8-2-3
5FFC844F380F0F88F3268FFBDC9C15,토사 운반/단지내 1.0km,"보통, 덤프 10.5ton+굴착기 0.7m3(고르기 별도)",M3,"1,291","2,440",582,"4,313",산근 606,,5FFC844F380F0F88F3268FFBDC9C15,공통 8-2-8
5FFC844F380F0F88F3268FFBDC9C14,토사 운반/단지내 2.0km,"보통, 덤프 10.5ton+굴착기 0.7m3(고르기 별도)",M3,"1,841","3,478",830,"6,149",산근 607,,5FFC844F380F0F88F3268FFBDC9C14,공통 8-2-8
5FFC844F380F0F88F3268FFBDC9C17,토사 운반/단지내 3.0km,"보통, 덤프 10.5ton+굴착기 0.7m3(고르기 별도)",M3,"2,391","4,516","1,078","7,985",산근 608,,5FFC844F380F0F88F3268FFBDC9C17,공통 8-2-8
5FFC844F380F0F88F3268FFBDC9C16,토사 운반/단지내 4.0km,"보통, 덤프 10.5ton+굴착기 0.7m3(고르기 별도)",M3,"2,941","5,555","1,326","9,822",산근 609,,5FFC844F380F0F88F3268FFBDC9C16,공통 8-2-8
5FFC844F380F0F88F3268FFBDC9C11,토사 운반/단지내 5.0km,"보통, 덤프 10.5ton+굴착기 0.7m3(고르기 별도)",M3,"3,491","6,593","1,574","11,658",산근 610,,5FFC844F380F0F88F3268FFBDC9C11,공통 8-2-8
5FFC844F380F0F88F32788569A551F,토사 운반/단지내 1.0km,"보통, 덤프 15ton+굴착기 0.7m3(고르기 별도)",M3,935,"1,806",655,"3,396",산근 611,,5FFC844F380F0F88F32788569A551F,공통 8-2-8
5FFC844F380F0F88F32788569A551E,토사 운반/단지내 2.0km,"보통, 덤프 15ton+굴착기 0.7m3(고르기 별도)",M3,"1,369","2,645",959,"4,973",산근 612,,5FFC844F380F0F88F32788569A551E,공통 8-2-8
5FFC844F380F0F88F32788569A551D,토사 운반/단지내 3.0km,"보통, 덤프 15ton+굴착기 0.7m3(고르기 별도)",M3,"1,803","3,483","1,263","6,549",산근 613,,5FFC844F380F0F88F32788569A551D,공통 8-2-8
5FFC844F380F0F88F32788569A551C,토사 운반/단지내 4.0km,"보통, 덤프 15ton+굴착기 0.7m3(고르기 별도)",M3,"2,237","4,322","1,568","8,127",산근 614,,5FFC844F380F0F88F32788569A551C,공통 8-2-8
5FFC844F380F0F88F32788569A551B,토사 운반/단지내 5.0km,"보통, 덤프 15ton+굴착기 0.7m3(고르기 별도)",M3,"2,671","5,161","1,872","9,704",산근 615,,5FFC844F380F0F88F32788569A551B,공통 8-2-8
5FFC844F380F0F88F32788569A6616,토사 운반/단지내 50m,"보통, 덤프 15ton(적재 굴착기 0.7m3)",M3,522,"1,010",366,"1,898",산근 616,,5FFC844F380F0F88F32788569A6616,공통 8-2-8
5FFC844F380F0F88F32788569A701C,토사(단지내 잔토포설),"보통, 굴착기 0.7m3",M3,183,549,230,962,산근 617,,5FFC844F380F0F88F32788569A701C,공통 8-2-3
5FFC844F380F0F88F3208569ADA715,토사 운반/단지내 1.0km,"보통, 덤프 20ton+굴착기 1.0m3(고르기 별도)",M3,874,"1,343",666,"2,883",산근 618,,5FFC844F380F0F88F3208569ADA715,공통 8-2-8
5FFC844F380F0F88F3208569AD961E,토사 운반/단지내 1.0km,"보통, 덤프 24ton+굴착기 1.0m3(고르기 별도)",M3,908,"1,213",697,"2,818",산근 619,,5FFC844F380F0F88F3208569AD961E,공통 8-2-8
5FFC844F380F0F88D3748A86DB4214,풍화암 운반/단지내 1.0km,"보통, 덤프 10.5ton+굴착기 0.7m3(고르기 별도)",M3,"1,768","3,339",937,"6,044",산근 620,,5FFC844F380F0F88D3748A86DB4214,공통 8-2-8
5FFC844F380F0F88D3748A86DB5C17,풍화암 운반/단지내 1.0km,"보통, 덤프 15ton+굴착기 0.7m3(고르기 별도)",M3,"1,380","2,667","1,133","5,180",산근 621,,5FFC844F380F0F88D3748A86DB5C17,공통 8-2-8
5FFC844F380F0F88D3738814333416,풍화암 운반/단지내 1.0km,"보통, 덤프 20ton+굴착기 1.0m3(고르기 별도)",M3,"1,288","1,978",981,"4,247",산근 622,,5FFC844F380F0F88D3738814333416,공통 8-2-8
5FFC844F380F0F88D3738814330F12,풍화암 운반/단지내 1.0km,"보통, 덤프 24ton+굴착기 1.0m3(고르기 별도)",M3,"1,366","1,825","1,049","4,240",산근 623,,5FFC844F380F0F88D3738814330F12,공통 8-2-8
5FFC844F380F0F88C35280026BA812,발파암 운반/단지내 1.0km,"보통, 덤프 10.5ton+굴착기 0.7m3(고르기 별도)",M3,"2,846","5,376","1,509","9,731",산근 624,,5FFC844F380F0F88C35280026BA812,공통 8-2-8
5FFC844F380F0F88C3538273005A11,발파암 운반/단지내 1.0km,"보통, 덤프 15ton+굴착기 0.7m3(고르기 별도)",M3,"2,473","4,779","2,031","9,283",산근 625,,5FFC844F380F0F88C3538273005A11,공통 8-2-8
5FFC844F380F0F88C3538273005A10,발파암 운반/단지내 1.0km,"보통, 덤프 15ton+굴착기 1.0m3(고르기 별도)",M3,"2,020","3,904","1,659","7,583",산근 626,,5FFC844F380F0F88C3538273005A10,공통 8-2-8
5FFC844F380F0F88C3548CE79D6C13,발파암 운반/단지내 1.0km,"보통, 덤프 20ton+굴착기 1.0m3(고르기 별도)",M3,"2,301","3,534","1,753","7,588",산근 627,,5FFC844F380F0F88C3548CE79D6C13,공통 8-2-8
5FFC844F380F0F88C3548CE79D531D,발파암 운반/단지내 1.0km,"보통, 덤프 24ton+굴착기 1.0m3(고르기 별도)",M3,"2,508","3,350","1,926","7,784",산근 628,,5FFC844F380F0F88C3548CE79D531D,공통 8-2-8
5FFC844F380F9D5393288AD8CF3510,잔토 고르기/토사,"보통, 불도저 7ton, L=20m",M3,85,345,80,510,산근 629,,5FFC844F380F9D5393288AD8CF3510,공통 8-2-1
5FFC844F380F9D5393288ACE62F213,잔토 고르기/풍화암,"보통, 불도저 7ton, L=20m",M3,85,345,80,510,산근 630,,5FFC844F380F9D5393288ACE62F213,공통 8-2-1
5FFC844F380F9D5393288AE93E0A16,잔토 고르기/발파암,"보통, 불도저 7ton, L=20m",M3,85,345,80,510,산근 631,,5FFC844F380F9D5393288AE93E0A16,공통 8-2-1
5FFC844F380F9D538301884120A218,잔토 고르기/토사,"보통, 불도저 19ton, L=20m",M3,90,132,79,301,산근 632,,5FFC844F380F9D538301884120A218,공통 8-2-1
5FFC844F380F9D5383018853910116,잔토 고르기/풍화암,"보통, 불도저 19ton, L=20m",M3,90,132,79,301,산근 633,,5FFC844F380F9D5383018853910116,공통 8-2-1
5FFC844F380F9D538301887E6A4316,잔토 고르기/발파암,"보통, 불도저 19ton, L=20m",M3,90,132,79,301,산근 634,,5FFC844F380F9D538301887E6A4316,공통 8-2-1
5FFC844F380F9D53A334801E61B614,잔토 고르기/토사,"보통, 불도저 32ton, L=20m",M3,95,83,68,246,산근 635,,5FFC844F380F9D53A334801E61B614,공통 8-2-1
5FFC844F380F9D53A334800C014111,잔토 고르기/풍화암,"보통, 불도저 32ton, L=20m",M3,95,83,68,246,산근 636,,5FFC844F380F9D53A334800C014111,공통 8-2-1
5FFC844F380F9D53A3348028D81919,잔토 고르기/발파암,"보통, 불도저 32ton, L=20m",M3,95,83,68,246,산근 637,,5FFC844F380F9D53A3348028D81919,공통 8-2-1
5FFC844F380F9DC693848107E4DE17,토공 살수/5500L,"살수차, L=1.0km",M3,93,366,72,531,산근 638,,5FFC844F380F9DC693848107E4DE17,
5FFC844F3846BC10037488B578CD1A,뒤채움/ 토사 성토다짐 10cm - 25-1/4삭제,"보통, 굴착기 0.2m3+플레이트콤팩터 1.5ton+인력 30%",M3,344,"11,343",384,"12,071",산근 639,,5FFC844F3846BC10037488B578CD1A,공통 8-2-3+10
5FFC844F3846BC10037488B5163516,뒤채움/ 토사 성토다짐 10cm - 25-1/4삭제,"보통, 굴착기 0.4m3+플레이트콤팩터 1.5ton+인력 30%",M3,344,"10,622",264,"11,230",산근 640,,5FFC844F3846BC10037488B5163516,공통 8-2-3+10
5FFC844F3846BC10037488B520AC10,뒤채움/ 토사 성토다짐 10cm - 25-1/4삭제,"보통, 굴착기 0.7m3+플레이트콤팩터 1.5ton+인력 30%",M3,304,"10,395",254,"10,953",산근 641,,5FFC844F3846BC10037488B520AC10,공통 8-2-3+10
5FFC844F3846BC10037488A4FF4B1F,성토법면다짐,유압진동콤팩타+굴착기0.7M3,M2,245,734,355,"1,334",산근 642,,5FFC844F3846BC10037488A4FF4B1F,공통 8-2-3+17
5FFC844F3846BC10037488A4EED41D,성토법면다짐,법면다짐판+굴착기1.0M3,M2,"1,410","2,514","1,275","5,199",산근 643,,5FFC844F3846BC10037488A4EED41D,공통 8-2-3+17
5FFC4427D89AFEB1333588FB8E1E1C,하수관 준설(흡입식),B-TYPE,M3,"56,158","228,532","70,234","354,924",산근 644,,5FFC4427D89AFEB1333588FB8E1E1C,토목 6-9-7
