코  드,품      명,규      격,단위,재 료 비,노 무 비,경    비,합    계,번  호,비      고,노임계수,할증,품셈개요,장비일위
5FFCB4F9B8C1ECF363C78C3FE99E1F,주철관 부설 및 K.P. 메카니컬 접합,∮1100mm,본,"356,903.0","521,404.0","85,995.0","964,302.0",호표 2812,,,,,
5FFCB4F9B8C1ECF363C480F7820814,주철관 부설 및 K.P. 메카니컬 접합,∮1200mm,본,"382,530.0","521,404.0","85,995.0","989,929.0",호표 2813,,,,,
5FFCB4F9B8D3CFC56373873B56E91B,내충격수도관 T / S 접합 - 23-1/4삭제,D=16MM,개소,3.0,"22,932.0",0.0,"22,935.0",호표 2814,,,,,
5FFCB4F9B8D3CFC573198D77B68419,내충격수도관 T / S 접합 - 23-1/4삭제,D=20MM,개소,7.0,"28,154.0",0.0,"28,161.0",호표 2815,,,,,
5FFCB4F9B8D3CFC543458783BD6913,내충격수도관 T / S 접합 - 23-1/4삭제,D=25MM,개소,11.0,"28,154.0",0.0,"28,165.0",호표 2816,,,,,
5FFCB4F9B8D3CFC543408F6E11C61A,내충격수도관 T / S 접합 - 23-1/4삭제,D=30MM,개소,14.0,"29,657.0",0.0,"29,671.0",호표 2817,,,,,
5FFCB4F9B8D3CFC5536C80265B581D,내충격수도관 T / S 접합 - 23-1/4삭제,D=40MM,개소,18.0,"36,132.0",0.0,"36,150.0",호표 2818,,,,,
5FFCB4F9B8D3CFC523988A3E59301B,내충격수도관 T / S 접합 - 23-1/4삭제,D=50MM,개소,27.0,"36,132.0",0.0,"36,159.0",호표 2819,,,,,
5FFCB4F9B8D3CFC533BE8A65CE501A,내충격수도관 T / S 접합 - 23-1/4삭제,D=65MM,개소,71.0,"43,358.0",0.0,"43,429.0",호표 2820,,,,,
5FFCB4F9B8D3CFC503EA8C7BCEB616,내충격수도관 벨크립 접합 - 23-1/4삭제,D=50MM*L=6.0M,개소,0.0,"32,754.0",0.0,"32,754.0",호표 2821,,,,,
5FFCB4F9B8D3CFC513F1839D44C11B,내충격수도관 벨크립 접합 - 23-1/4삭제,D=65MM*L=6.0M,개소,0.0,"41,270.0",0.0,"41,270.0",호표 2822,,,,,
5FFCB4F9B8D3CFC5E34984CA7A4F1B,내충격수도관 벨크립 접합 - 23-1/4삭제,D=75MM*L=6.0M,개소,0.0,"51,056.0",0.0,"51,056.0",호표 2823,,,,,
5FFCB4F9B8D3CFC5F36F84F1EF5D13,내충격수도관 벨크립 접합 - 23-1/4삭제,D=100MM*L=6.0M,개소,0.0,"60,207.0",0.0,"60,207.0",호표 2824,,,,,
5FFCB4F9B8D3CFD7D31C84E4C21618,내충격수도관 벨크립 접합 - 23-1/4삭제,D=125MM*L=6.0M,개소,0.0,"69,649.0",0.0,"69,649.0",호표 2825,,,,,
5FFCB4F9B8D3CFD7C3758C44360E1B,내충격수도관 벨크립 접합 - 23-1/4삭제,D=150MM*L=6.0M,개소,0.0,"76,875.0",0.0,"76,875.0",호표 2826,,,,,
5FFCB4F9B8D3CFD7F3CA8E95E4B21D,내충격수도관 벨크립 접합 - 23-1/4삭제,D=200MM*L=6.0M,개소,0.0,"111,845.0",0.0,"111,845.0",호표 2827,,,,,
5FFCB4F9B8D3CFD7E3238A08B3A61F,내충격수도관 벨크립 접합 - 23-1/4삭제,D=250MM*L=6.0M,개소,0.0,"172,343.0",0.0,"172,343.0",호표 2828,,,,,
5FFCB4F9B8D3CFD793A18662AF8B16,내충격수도관 벨크립 접합 - 23-1/4삭제,D=300MM*L=6.0M,개소,0.0,"230,626.0",0.0,"230,626.0",호표 2829,,,,,
5FFCB4F8A8CC83DBF31481,  (☞ 강관 부설)-----, - 품셈 개요 입력 -,,0.0,0.0,0.0,,호표 2830,,,,,
5FFCB4F8A8CC83DBF3148C66F71313,강관 부설(인력),"∮80mm, L=6.0m",본,0.0,"84,717.0",0.0,"84,717.0",호표 2831,,,,,
5FFCB4F8A8CC83DBF3148C66F72D1A,강관 부설(인력),"∮100mm, L=6.0m",본,0.0,"111,555.0",0.0,"111,555.0",호표 2832,,,,,
5FFCB4F8A8CC83DBF3148C66F73E10,강관 부설(인력),"∮125mm, L=6.0m",본,0.0,"131,518.0",0.0,"131,518.0",호표 2833,,,,,
5FFCB4F8A8CC83DBF3148C66F74817,강관 부설(인력),"∮150mm, L=6.0m",본,0.0,"154,152.0",0.0,"154,152.0",호표 2834,,,,,
5FFCB4F8A8CC83DBF3148C66F75A1E,강관 부설(인력),"∮200mm, L=6.0m",본,0.0,"234,418.0",0.0,"234,418.0",호표 2835,,,,,
5FFCB4F8A8CC83DBF3148C66F76B15,강관 부설(인력),"∮250mm, L=6.0m",본,0.0,"293,023.0",0.0,"293,023.0",호표 2836,,,,,
5FFCB4F8A8CC83DBF3148C66F78612,강관 부설,"∮80mm, L=6.0m",본,"9,502.0","76,140.0","12,869.0","98,511.0",호표 2837,,,,,
5FFCB4F8A8CC83DBF3148C66E6931A,강관 부설,"∮100mm, L=6.0m",본,"9,502.0","76,140.0","12,869.0","98,511.0",호표 2838,,,,,
5FFCB4F8A8CC83DBF3148C66E6BE1D,강관 부설,"∮125mm, L=6.0m",본,"9,502.0","76,140.0","12,869.0","98,511.0",호표 2839,,,,,
5FFCB4F8A8CC83DBF3148C66E6C81F,강관 부설,"∮150mm, L=6.0m",본,"10,234.0","82,092.0","13,861.0","106,187.0",호표 2840,,,,,
5FFCB4F8A8CC83DBF3148C66D42111,강관 부설,"∮200mm, L=6.0m",본,"11,099.0","88,941.0","15,033.0","115,073.0",호표 2841,,,,,
5FFCB4F8A8CC83DBF3148C66D47913,강관 부설,"∮250mm, L=6.0m",본,"12,098.0","97,027.0","16,385.0","125,510.0",호표 2842,,,,,
5FFCB4F8A8CC83DBF3148C66CBB51F,강관 부설,"∮300mm, L=6.0m",본,"13,312.0","106,678.0","18,031.0","138,021.0",호표 2843,,,,,
5FFCB4F8A8CC83DBF3148C66CBE113,강관 부설,"∮350mm, L=6.0m",본,"13,312.0","106,678.0","18,031.0","138,021.0",호표 2844,,,,,
5FFCB4F8A8CC83DBF3148C66B9551C,강관 부설,"∮400mm, L=6.0m",본,"14,810.0","117,840.0","20,059.0","152,709.0",호표 2845,,,,,
5FFCB4F8A8CC83DBF3148C66B90D1A,강관 부설,"∮450mm, L=6.0m",본,"16,641.0","134,196.0","22,539.0","173,376.0",호표 2846,,,,,
5FFCB4F8A8CC83DBF3148C66A8E61A,강관 부설,"∮500mm, L=6.0m",본,"18,970.0","152,844.0","25,694.0","197,508.0",호표 2847,,,,,
5FFCB4F8A8CC83DBF3148C669E7E10,강관 부설,"∮600mm, L=6.0m",본,"22,132.0","177,362.0","29,976.0","229,470.0",호표 2848,,,,,
5FFCB4F8A8CC83DBF3148C668C0D16,강관 부설,"∮700mm, L=6.0m",본,"26,625.0","213,356.0","36,062.0","276,043.0",호표 2849,,,,,
5FFCB4F8A8CC83DBF3148C6673A61C,강관 부설,"∮800mm, L=6.0m",본,"24,129.0","240,123.0","32,681.0","296,933.0",호표 2850,,,,,
5FFCB4F8A8CC83DBF3148C66613412,강관 부설,"∮900mm, L=6.0m",본,"29,620.0","293,312.0","40,119.0","363,051.0",호표 2851,,,,,
5FFCB4F8A8CC83DBF3148C71,  (☞ 강관 접합 -용접)-----  - 18년 1분기 삭제, - 품셈 개요 입력 -,,0.0,0.0,0.0,,호표 2852,,,,,
5FFCB4F8A8CC83DBF3148C77661D1D,강관 부설,"∮1000mm, L=6.0m",본,"40,695.0","378,041.0","67,078.0","485,814.0",호표 2853,,,,,
5FFCB4F8A8CC83DBF3148C77660316,강관접합/A종 외부 - 18년 1분기 삭제,"ø80mm,L=6.0M",개소,"1,016.0","27,541.0",333.0,"28,890.0",호표 2854,,,,,
5FFCB4F8A8CC83DBF3148C7766381A,강관접합/A종 외부 - 18년 1분기 삭제,"ø100mm,L=6.0M",개소,"1,016.0","33,108.0",333.0,"34,457.0",호표 2855,,,,,
5FFCB4F8A8CC83DBF3148C77662E13,강관접합/A종 외부 - 18년 1분기 삭제,"ø125mm,L=6.0M",개소,"1,597.0","37,315.0",524.0,"39,436.0",호표 2856,,,,,
5FFCB4F8A8CC83DBF3148C77665B18,강관접합/A종 외부 - 18년 1분기 삭제,"ø150mm,L=6.0M",개소,"2,033.0","43,950.0",667.0,"46,650.0",호표 2857,,,,,
5FFCB4F8A8CC83DBF3148C77664911,강관접합/A종 외부 - 18년 1분기 삭제,"ø200mm,L=6.0M",개소,"3,050.0","49,226.0","1,000.0","53,276.0",호표 2858,,,,,
5FFCB4F8A8CC83DBF3148C77667615,강관접합/A종 외부 - 18년 1분기 삭제,"ø250mm,L=6.0M",개소,"4,502.0","58,353.0","1,477.0","64,332.0",호표 2859,,,,,
5FFCB4F8A8CC83DBF3148C77708417,강관 부설,"∮1100mm, L=6.0m",본,"47,448.0","438,716.0","78,209.0","564,373.0",호표 2860,,,,,
5FFCB4F8A8CC83DBF3148C774B4018,강관 부설,"∮1200mm, L=6.0m",본,"56,867.0","526,940.0","93,734.0","677,541.0",호표 2861,,,,,
5FFCB4F8A8CC83DBF3148C7755E416,강관 부설,"∮1350mm, L=6.0m",본,"71,084.0","658,676.0","117,168.0","846,928.0",호표 2862,,,,,
5FFCB4F8A8CC83DBF3148C773AD116,강관 부설,"∮1500mm, L=6.0m",본,"71,084.0","658,676.0","117,168.0","846,928.0",호표 2863,,,,,
5FFCB4F8A8CC83DBF3148C770DC01B,강관 부설,"∮1650mm, L=6.0m",본,"94,719.0","878,635.0","156,126.0","1,129,480.0",호표 2864,,,,,
5FFCB4F8A8CC83DBF3148C77EB7B15,강관 부설,"∮1800mm, L=6.0m",본,"94,719.0","1,046,518.0","156,126.0","1,297,363.0",호표 2865,,,,,
5FFCB4F8A8CC83DBF3148C4A1FC711,강관 부설,"∮2000mm, L=6.0m",본,"94,719.0","1,046,518.0","156,126.0","1,297,363.0",호표 2866,,,,,
5FFCB4F8A8CC83DBF3148C4A3A9C16,강관 부설,"∮2200mm, L=6.0m",본,"94,719.0","1,046,518.0","156,126.0","1,297,363.0",호표 2867,,,,,
5FFCB4F8A8CC83DBF3148C4A557A12,강관 부설,"∮2400mm, L=6.0m",본,"142,168.0","1,567,924.0","234,336.0","1,944,428.0",호표 2868,,,,,
5FFCB4F8A8CC83DBF3148C51,  (☞ 강관 절단)-----, - 품셈 개요 입력 -,,0.0,0.0,0.0,,호표 2869,,,,,
5FFCB4F8A8CC83DBF3148C54867619,강관 절단 / A종,∮80mm,개소,0.0,"22,266.0",445.0,"22,711.0",호표 2870,,,,,
5FFCB4F8A8CC83DBF3148C54864915,강관 절단 / A종,∮100mm,개소,0.0,"22,266.0",445.0,"22,711.0",호표 2871,,,,,
5FFCB4F8A8CC83DBF3148C54865B1C,강관 절단 / A종,∮125mm,개소,0.0,"25,049.0",500.0,"25,549.0",호표 2872,,,,,
5FFCB4F8A8CC83DBF3148C54862E18,강관 절단 / A종,∮150mm,개소,0.0,"27,832.0",556.0,"28,388.0",호표 2873,,,,,
5FFCB4F8A8CC83DBF3148C5486381F,강관 절단 / A종,∮200mm,개소,0.0,"36,182.0",723.0,"36,905.0",호표 2874,,,,,
5FFCB4F8A8CC83DBF3148C5486031A,강관 절단 / A종,∮250mm,개소,0.0,"44,532.0",890.0,"45,422.0",호표 2875,,,,,
5FFCB4F8A8CC83DBF3148C5490C216,강관 절단 / A종,∮300mm,개소,0.0,"55,665.0","1,113.0","56,778.0",호표 2876,,,,,
5FFCB4F8A8CC83DBF3148C5490FF1A,강관 절단 / A종,∮350mm,개소,0.0,"72,364.0","1,447.0","73,811.0",호표 2877,,,,,
5FFCB4F8A8CC83DBF3148C5490ED14,강관 절단 / A종,∮400mm,개소,0.0,"86,281.0","1,725.0","88,006.0",호표 2878,,,,,
5FFCB4F8A8CC83DBF3148C54909512,강관 절단 / A종,∮450mm,개소,0.0,"100,197.0","2,003.0","102,200.0",호표 2879,,,,,
5FFCB4F8A8CC83DBF3148C5490841B,강관 절단 / A종,∮500mm,개소,0.0,"114,113.0","2,282.0","116,395.0",호표 2880,,,,,
5FFCB4F8A8CC83DBF3148C5490B11F,강관 절단 / A종,∮600mm,개소,0.0,"128,029.0","2,560.0","130,589.0",호표 2881,,,,,
5FFCB4F8A8CC83DBF3148C2F420C1C,강관 절단 / A종,∮700mm,개소,0.0,"172,562.0","3,451.0","176,013.0",호표 2882,,,,,
5FFCB4F8A8CC83DBF3148C2F42FB12,강관 절단 / A종,∮800mm,개소,0.0,"197,611.0","3,952.0","201,563.0",호표 2883,,,,,
5FFCB4F8A8CC83DBF3148C2F42EA1B,강관 절단 / A종,∮900mm,개소,0.0,"219,877.0","4,397.0","224,274.0",호표 2884,,,,,
5FFCB4F8A8CC83DBF3148C2F5CEA15,강관 절단 / A종,∮1000mm,개소,0.0,"267,192.0","5,343.0","272,535.0",호표 2885,,,,,
5FFCB4F8A8CC83DBF3148C2F5CF41C,강관 절단 / A종,∮1100mm,개소,0.0,"289,459.0","5,789.0","295,248.0",호표 2886,,,,,
5FFCB4F8A8CC83DBF3148C2F5CCF17,강관 절단 / A종,∮1200mm,개소,0.0,"333,991.0","6,679.0","340,670.0",호표 2887,,,,,
5FFCB4F8A8CC83DBF3148C2F5CD91E,강관 절단 / A종,∮1350mm,개소,0.0,"409,139.0","8,182.0","417,321.0",호표 2888,,,,,
5FFCB4F8A8CC83DBF3148C2F5CBD11,강관 절단 / A종,∮1500mm,개소,0.0,"523,252.0","10,465.0","533,717.0",호표 2889,,,,,
5FFCB4F8A8CC83DBF3148C2F5C811C,강관 절단 / A종,∮1650mm,개소,0.0,"595,617.0","11,912.0","607,529.0",호표 2890,,,,,
5FFCB4F8A8CC83DBF3148C2F5C661F,강관 절단 / A종,∮1800mm,개소,0.0,"629,016.0","12,580.0","641,596.0",호표 2891,,,,,
5FFCB4F8A8CC83DBF3148C2F6D4F10,강관 절단 / A종,∮2000mm,개소,0.0,"709,731.0","14,194.0","723,925.0",호표 2892,,,,,
5FFCB4F8A8CC83DBF3148C2F6D6B1D,강관 절단 / A종,∮2200mm,개소,0.0,"773,746.0","15,474.0","789,220.0",호표 2893,,,,,
5FFCB4F8A8CC83DBF3148C2F6D0115,강관 절단 / A종,∮2400mm,개소,0.0,"851,677.0","17,033.0","868,710.0",호표 2894,,,,,
5FFCB4F8A8CC83DBF3148C39B9681E,강관 절단 / B종,∮700mm,개소,0.0,"150,296.0","3,005.0","153,301.0",호표 2895,,,,,
5FFCB4F8A8CC83DBF3148C39B99412,강관 절단 / B종,∮800mm,개소,0.0,"180,911.0","3,618.0","184,529.0",호표 2896,,,,,
5FFCB4F8A8CC83DBF3148C39B98B1B,강관 절단 / B종,∮900mm,개소,0.0,"194,828.0","3,896.0","198,724.0",호표 2897,,,,,
5FFCB4F8A8CC83DBF3148C39A8A11A,강관 절단 / B종,∮1000mm,개소,0.0,"236,577.0","4,731.0","241,308.0",호표 2898,,,,,
5FFCB4F8A8CC83DBF3148C39A8B211,강관 절단 / B종,∮1100mm,개소,0.0,"242,143.0","4,842.0","246,985.0",호표 2899,,,,,
5FFCB4F8A8CC83DBF3148C39A8861D,강관 절단 / B종,∮1200mm,개소,0.0,"275,542.0","5,510.0","281,052.0",호표 2900,,,,,
5FFCB4F8A8CC83DBF3148C39A89714,강관 절단 / B종,∮1350mm,개소,0.0,"342,340.0","6,846.0","349,186.0",호표 2901,,,,,
5FFCB4F8A8CC83DBF3148C39A8F91C,강관 절단 / B종,∮1500mm,개소,0.0,"411,922.0","8,238.0","420,160.0",호표 2902,,,,,
5FFCB4F8A8CC83DBF3148C39A8CC18,강관 절단 / B종,∮1650mm,개소,0.0,"475,937.0","9,518.0","485,455.0",호표 2903,,,,,
5FFCB4F8A8CC83DBF3148C39A82C14,강관 절단 / B종,∮1800mm,개소,0.0,"512,119.0","10,242.0","522,361.0",호표 2904,,,,,
5FFCB4F8A8CC83DBF3148C399E3910,강관 절단 / B종,∮2000mm,개소,0.0,"645,716.0","12,914.0","658,630.0",호표 2905,,,,,
5FFCB4F8A8CC83DBF3148C399E1E13,강관 절단 / B종,∮2200mm,개소,0.0,"667,982.0","13,359.0","681,341.0",호표 2906,,,,,
5FFCB4F8A8CC83DBF3148C399E701B,강관 절단 / B종,∮2400mm,개소,0.0,"740,347.0","14,806.0","755,153.0",호표 2907,,,,,
5FFCB4F8A8DEFC7A839D81,  (☞ 강관 기계부설)----- - 18년 1분기 삭제, - 품셈 개요 입력 -,,0.0,0.0,0.0,,호표 2908,,,,,
5FFCB4F8A8DEFC7A839D817C6AD518,강관 부설(기계) - 18년 1분기 삭제,"ø300mm,L=6.0M",본,"10,151.0","98,167.0","13,748.0","122,066.0",호표 2909,,,,,
5FFCB4F8A8DEFC7A839D817C6AE71F,강관 부설(기계) - 18년 1분기 삭제,"ø350mm,L=6.0M",본,"10,816.0","124,478.0","14,650.0","149,944.0",호표 2910,,,,,
5FFCB4F8A8DEFC7A839D817C6AF015,강관 부설(기계) - 18년 1분기 삭제,"ø400mm,L=6.0M",본,"11,482.0","161,703.0","15,551.0","188,736.0",호표 2911,,,,,
5FFCB4F8A8DEFC7A839D817C6A8D16,강관 부설(기계) - 18년 1분기 삭제,"ø450mm,L=6.0M",본,"12,147.0","194,724.0","16,453.0","223,324.0",호표 2912,,,,,
5FFCB4F8A8DEFC7A839D817C6A9F1D,강관 부설(기계) - 18년 1분기 삭제,"ø500mm,L=6.0M",본,"12,813.0","238,658.0","17,355.0","268,826.0",호표 2913,,,,,
5FFCB4F8A8DEFC7A839D817C6AA814,강관 부설(기계) - 18년 1분기 삭제,"ø600mm,L=6.0M",본,"14,144.0","289,748.0","19,158.0","323,050.0",호표 2914,,,,,
5FFCB4F8A8DEFC7A839D817C6ABA1A,강관 부설(기계) - 18년 1분기 삭제,"ø700mm,L=6.0M",본,"15,476.0","340,838.0","20,961.0","377,275.0",호표 2915,,,,,
5FFCB4F8A8DEFC7A839D817C6A471B,강관 부설(기계) - 18년 1분기 삭제,"ø800mm,L=6.0M",본,"16,807.0","413,672.0","22,764.0","453,243.0",호표 2916,,,,,
5FFCB4F8A8DEFC7A839D817C6A5012,강관 부설(기계) - 18년 1분기 삭제,"ø900mm,L=6.0M",본,"18,138.0","519,245.0","24,567.0","561,950.0",호표 2917,,,,,
5FFCB4F8A8DEFC7A839D817C7B291C,강관 부설(기계) - 18년 1분기 삭제,"ø1000mm,L=6.0M",본,"20,792.0","654,245.0","34,271.0","709,308.0",호표 2918,,,,,
5FFCB4F8A8DEFC7A839D817C7B3A13,강관 부설(기계) - 18년 1분기 삭제,"ø1100mm,L=6.0M",본,"22,213.0","867,336.0","36,615.0","926,164.0",호표 2919,,,,,
5FFCB4F8A8DEFC7A839D817C7B0E1F,강관 부설(기계) - 18년 1분기 삭제,"ø1200mm,L=6.0M",본,"23,635.0","1,155,204.0","38,958.0","1,217,797.0",호표 2920,,,,,
5FFCB4F8A8DEFC7A839D817C7B1F15,강관 부설(기계) - 18년 1분기 삭제,"ø1350mm,L=6.0M",본,"25,767.0","1,523,141.0","42,473.0","1,591,381.0",호표 2921,,,,,
